observed_at,player_id,player_code,web_name,team_id,team_code,team_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,expected_points_this_gameweek,expected_points_next_gameweek,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,direct_free_kicks_order,corners_and_indirect_free_kicks_order
2026-09-01T05:13:14+00:00,1,154561,Raya,1,3,Arsenal,Goalkeeper,6.0,0.0,0.0,a,,,,,38.0,6.0,6.0,6.0,84546,92338,191280,174316,,,
2026-09-01T05:13:14+00:00,2,109745,Arrizabalaga,1,3,Arsenal,Goalkeeper,5.0,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,295,575,617,1964,,,
2026-09-01T05:13:14+00:00,3,437495,Meslier,1,3,Arsenal,Goalkeeper,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,69,204,170,696,,,
2026-09-01T05:13:14+00:00,4,226597,Gabriel,1,3,Arsenal,Defender,8.0,0.0,0.0,a,,,,,27.4,6.5,6.5,6.5,23207,147178,81972,271286,,,
2026-09-01T05:13:14+00:00,5,445122,J.Timber,1,3,Arsenal,Defender,6.5,0.0,0.0,i,Groin injury - Unknown return date,2026-07-23T12:01:23.272929Z,0,0,0.1,0.0,0.0,0.0,289,1355,690,4459,,,
2026-09-01T05:13:14+00:00,6,462424,Saliba,1,3,Arsenal,Defender,6.0,0.0,0.0,i,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,0,0,0.2,0.0,0.0,0.0,758,3324,1604,10140,,,
2026-09-01T05:13:14+00:00,7,499169,Lewis-Skelly,1,3,Arsenal,Midfielder,5.5,0.0,0.0,a,,,,,0.7,3.0,3.0,3.0,4018,5557,13711,14608,,,
2026-09-01T05:13:14+00:00,8,466075,Calafiori,1,3,Arsenal,Defender,5.6,0.0,0.1,a,,,,,42.2,10.0,10.0,10.0,176736,55755,486841,97388,,,
2026-09-01T05:13:14+00:00,9,448104,Hincapie,1,3,Arsenal,Defender,5.4,0.0,-0.1,a,,,,,1.3,0.5,0.5,0.5,3019,15430,6929,56476,,,
2026-09-01T05:13:14+00:00,10,198869,White,1,3,Arsenal,Defender,5.5,0.0,0.0,a,,2026-07-23T12:01:23.305229Z,100,100,7.0,9.0,9.0,9.0,63469,46388,208410,71443,,,
2026-09-01T05:13:14+00:00,11,500040,Mosquera,1,3,Arsenal,Defender,5.5,0.0,0.0,a,,,,,5.3,6.0,6.0,6.0,7159,37451,22569,83400,,,
