observed_at,player_id,player_code,web_name,team_id,team_code,team_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,expected_points_this_gameweek,expected_points_next_gameweek,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,direct_free_kicks_order,corners_and_indirect_free_kicks_order
2026-09-26T05:01:54+00:00,1,154561,Raya,1,3,Arsenal,Goalkeeper,6.1,0.1,0.1,a,,,,,42.2,6.0,6.0,6.0,116842,42139,957241,634543,,,
2026-09-26T05:01:54+00:00,2,109745,Arrizabalaga,1,3,Arsenal,Goalkeeper,4.9,0.0,-0.1,a,,,,,0.1,0.0,0.0,0.0,93,226,1470,4239,,,
2026-09-26T05:01:54+00:00,3,437495,Meslier,1,3,Arsenal,Goalkeeper,4.9,0.0,-0.1,a,,,,,0.0,0.0,0.0,0.0,44,108,511,1568,,,
2026-09-26T05:01:54+00:00,4,226597,Gabriel,1,3,Arsenal,Defender,8.0,0.0,0.0,a,,,,,22.8,5.0,5.0,5.0,21294,60989,231537,903880,,,
2026-09-26T05:01:54+00:00,5,445122,J.Timber,1,3,Arsenal,Defender,6.5,0.0,0.0,a,,2026-07-23T12:01:23.272929Z,100,100,0.4,0.2,0.2,0.2,10996,3554,32652,14307,,,
2026-09-26T05:01:54+00:00,6,462424,Saliba,1,3,Arsenal,Defender,5.9,0.0,-0.1,i,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,0,0,0.2,0.0,0.0,0.0,344,992,3426,18545,,,
2026-09-26T05:01:54+00:00,7,499169,Lewis-Skelly,1,3,Arsenal,Midfielder,5.4,-0.1,-0.1,a,,,,,0.6,1.5,1.5,1.5,793,4650,29470,49454,,,
2026-09-26T05:01:54+00:00,8,466075,Calafiori,1,3,Arsenal,Defender,5.8,0.0,0.3,a,,,,,50.5,5.0,5.0,5.0,68293,57587,1648301,396094,,,
2026-09-26T05:01:54+00:00,9,448104,Hincapie,1,3,Arsenal,Defender,5.2,-0.1,-0.3,a,,,,,0.9,0.2,0.2,0.2,1294,5355,16113,117066,,,
2026-09-26T05:01:54+00:00,10,198869,White,1,3,Arsenal,Defender,5.5,0.0,0.0,d,Groin injury - 75% chance of playing,2026-09-20T19:30:08.247780Z,100,75,5.0,2.5,2.5,1.9,3193,62028,455951,560809,,,
2026-09-26T05:01:54+00:00,11,500040,Mosquera,1,3,Arsenal,Defender,5.3,0.0,-0.2,a,,2026-09-04T14:00:08.080310Z,100,100,1.6,1.5,1.5,1.5,1061,8624,31226,467353,,,
2026-09-26T05:01:54+00:00,12,223340,Saka,1,3,Arsenal,Midfielder,9.5,0.0,0.0,a,,,,,13.6,5.8,5.8,5.8,93721,42257,773343,392108,1,,
2026-09-26T05:01:54+00:00,13,204480,Rice,1,3,Arsenal,Midfielder,7.4,0.0,-0.1,d,Unspecified injury - 75% chance of playing,2026-09-21T13:00:08.896379Z,,75,11.7,4.2,4.2,3.2,7292,72865,119138,715539,,,
2026-09-26T05:01:54+00:00,14,232413,Eze,1,3,Arsenal,Midfielder,6.2,-0.1,-0.3,a,,,,,1.0,0.8,0.8,0.8,1997,6242,22916,139086,,,
2026-09-26T05:01:54+00:00,15,184029,Ødegaard,1,3,Arsenal,Midfielder,6.8,0.0,0.3,a,,,,,19.8,4.5,4.5,4.5,68175,81016,1623895,540465,3,,
2026-09-26T05:01:54+00:00,16,248857,Madueke,1,3,Arsenal,Midfielder,6.2,0.0,-0.3,a,,,,,0.2,0.2,0.2,0.2,681,1454,5961,25874,,,
2026-09-26T05:01:54+00:00,17,195384,Merino,1,3,Arsenal,Midfielder,5.8,0.0,-0.2,a,,,,,0.4,0.8,0.8,0.8,642,2656,9379,47946,,,
2026-09-26T05:01:54+00:00,18,444145,Martinelli,1,3,Arsenal,Midfielder,6.3,0.0,-0.2,u,Has joined Al Hilal permanently,2026-09-04T12:34:46.738449Z,0,0,0.1,0.0,0.0,0.0,0,497,2483,21798,,,
2026-09-26T05:01:54+00:00,19,481655,Zubimendi,1,3,Arsenal,Midfielder,5.3,0.0,-0.2,a,,,,,0.6,1.0,1.0,1.0,443,3447,8458,66390,,,
2026-09-26T05:01:54+00:00,20,616077,Dowman,1,3,Arsenal,Midfielder,5.3,0.0,-0.2,a,,,,,0.1,0.2,0.2,0.2,411,531,2999,7250,,,
2026-09-26T05:01:54+00:00,22,499175,Nwaneri,1,3,Arsenal,Midfielder,5.4,0.0,-0.1,u,Has joined Borussia Dortmund on loan for the rest of the season,2026-09-02T16:01:07.058827Z,0,0,0.0,0.0,0.0,0.0,0,48,233,1248,,,
2026-09-26T05:01:54+00:00,23,438098,Fábio Vieira,1,3,Arsenal,Midfielder,5.5,0.0,0.0,u,Has joined Hamburger SV permanently,2026-09-02T16:00:28.446370Z,0,0,0.0,0.0,0.0,0.0,0,35,255,914,,,
2026-09-26T05:01:54+00:00,24,200641,Nelson,1,3,Arsenal,Midfielder,5.5,0.0,0.0,u,has departed the club as a free agent.,2026-08-29T00:33:08.556767Z,0,0,0.0,0.0,0.0,0.0,0,17,68,671,,,
2026-09-26T05:01:54+00:00,25,224117,Gyökeres,1,3,Arsenal,Forward,7.1,-0.1,-0.4,a,,,,,3.1,0.5,0.5,0.5,6797,15219,35020,609543,2,,
2026-09-26T05:01:54+00:00,26,219847,Havertz,1,3,Arsenal,Forward,7.6,0.0,0.1,d,Hamstring injury - 75% chance of playing,2026-09-24T22:00:09.120308Z,,75,8.4,3.2,3.2,2.4,49751,49043,652984,409515,,,
2026-09-26T05:01:54+00:00,27,205651,G.Jesus,1,3,Arsenal,Forward,5.9,0.0,-0.1,u,Has joined FC Barcelona permanently,2026-09-02T16:00:28.475184Z,0,0,0.1,0.0,0.0,0.0,0,894,4164,29169,,,
2026-09-26T05:01:54+00:00,31,199798,Konsa,1,3,Arsenal,Defender,4.6,0.1,0.1,a,,,,,19.4,3.0,3.0,3.0,83366,40675,1456673,631783,,,
2026-09-26T05:01:54+00:00,452,208706,Bruno G.,1,3,Arsenal,Midfielder,6.7,0.0,-0.3,a,,2026-09-04T14:00:08.328779Z,100,100,1.8,2.2,2.2,2.2,4901,6909,29847,243982,4,,
2026-09-26T05:01:54+00:00,557,439509,Tzolis,1,3,Arsenal,Midfielder,6.3,-0.1,-0.2,a,,,,,12.2,2.5,2.5,2.5,10665,131878,461032,1595086,,,
2026-09-26T05:01:54+00:00,29,72147,M.Bizot,2,7,Aston Villa,Goalkeeper,4.5,0.0,0.0,i,Back injury - Expected back 10 Oct,2026-09-17T07:30:09.058151Z,0,0,0.1,0.0,0.0,0.0,52,922,4646,7298,,,
2026-09-26T05:01:54+00:00,30,101188,Digne,2,7,Aston Villa,Defender,4.5,0.0,0.0,u,Has joined Paris Saint-Germain permanently,2026-08-10T14:03:30.089007Z,0,0,0.0,0.0,0.0,0.0,0,198,0,8609,,,
2026-09-26T05:01:54+00:00,32,199796,Cash,2,7,Aston Villa,Defender,4.4,0.0,-0.1,a,,2026-09-09T14:30:08.192142Z,100,100,4.8,1.8,1.8,1.8,2407,23265,95058,417254,,,
2026-09-26T05:01:54+00:00,33,149484,Mings,2,7,Aston Villa,Defender,4.5,0.0,0.0,a,,,,,0.4,2.2,2.2,2.2,1492,1247,16212,17271,,,
2026-09-26T05:01:54+00:00,34,244954,Pau,2,7,Aston Villa,Defender,4.5,0.0,0.0,i,Hamstring injury - Expected back 10 Oct,2026-09-12T18:00:08.712707Z,0,0,0.3,0.8,0.0,0.0,39,2892,11232,27250,,,
2026-09-26T05:01:54+00:00,35,515597,Bogarde,2,7,Aston Villa,Midfielder,4.9,-0.1,-0.1,a,,,,,0.1,0.0,0.0,0.0,156,412,2897,4740,,,
2026-09-26T05:01:54+00:00,36,441302,Maatsen,2,7,Aston Villa,Defender,4.4,-0.1,-0.1,i,Ankle injury - Unknown return date,2026-09-12T18:00:08.729468Z,0,0,0.5,2.2,0.0,0.0,48,5687,31890,61425,,,
2026-09-26T05:01:54+00:00,37,184667,Lindelöf,2,7,Aston Villa,Defender,4.5,0.0,0.0,a,,,,,0.3,2.5,2.5,2.5,901,1155,14501,14178,,,
2026-09-26T05:01:54+00:00,38,606798,A.García,2,7,Aston Villa,Defender,4.0,0.0,0.0,a,,,,,1.5,0.0,0.0,0.0,1678,5552,45124,67452,,,
2026-09-26T05:01:54+00:00,39,578545,Nedeljkovic,2,7,Aston Villa,Defender,4.0,0.0,0.0,u,Has joined Rangers on loan for the rest of the season,2026-08-19T13:56:46.385411Z,0,0,0.1,0.0,0.0,0.0,0,496,0,15181,,,
2026-09-26T05:01:54+00:00,41,195546,Buendía,2,7,Aston Villa,Midfielder,5.9,0.0,-0.1,a,,,,,1.0,4.8,4.8,4.8,10897,3621,58881,94766,1,,
2026-09-26T05:01:54+00:00,44,215711,Bailey,2,7,Aston Villa,Midfielder,5.4,0.0,-0.1,u,Has joined Olympiakos permanently,2026-09-04T12:35:14.472260Z,0,0,0.1,0.0,0.0,0.0,0,432,2096,13163,,,
2026-09-26T05:01:54+00:00,45,122806,McGinn,2,7,Aston Villa,Midfielder,5.4,0.0,-0.1,a,,,,,2.2,4.0,4.0,4.0,6140,7642,69971,154604,,,
2026-09-26T05:01:54+00:00,46,88894,Barkley,2,7,Aston Villa,Midfielder,5.0,0.0,0.0,a,,,,,0.3,2.0,2.0,2.0,514,1643,16071,16120,,,
2026-09-26T05:01:54+00:00,47,226944,Kamara,2,7,Aston Villa,Midfielder,5.0,0.0,0.0,a,,2026-07-23T12:01:23.337269Z,100,100,0.3,3.2,3.2,3.2,1162,1427,14371,21375,,,
