observed_at,player_id,player_code,web_name,team_id,team_code,team_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,expected_points_this_gameweek,expected_points_next_gameweek,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,direct_free_kicks_order,corners_and_indirect_free_kicks_order
2026-08-25T01:53:37+00:00,1,154561,Raya,1,3,Arsenal,Goalkeeper,6.0,0.0,0.0,a,,,,,38.0,6.0,4.0,4.0,47493,34570,47493,34570,,,
2026-08-25T01:53:37+00:00,2,109745,Arrizabalaga,1,3,Arsenal,Goalkeeper,5.0,0.0,0.0,a,,,,,0.1,0.0,2.6,2.6,171,680,171,680,,,
2026-08-25T01:53:37+00:00,3,437495,Meslier,1,3,Arsenal,Goalkeeper,5.0,0.0,0.0,a,,,,,0.0,0.0,2.6,2.6,62,259,62,259,,,
2026-08-25T01:53:37+00:00,4,226597,Gabriel,1,3,Arsenal,Defender,8.0,0.0,0.0,a,,,,,29.5,5.0,4.0,4.0,28668,54913,28668,54913,,,
2026-08-25T01:53:37+00:00,5,445122,J.Timber,1,3,Arsenal,Defender,6.5,0.0,0.0,i,Groin injury - Unknown return date,2026-07-23T12:01:23.272929Z,0,0,0.1,0.0,0.0,0.0,231,1739,231,1739,,,
2026-08-25T01:53:37+00:00,6,462424,Saliba,1,3,Arsenal,Defender,6.0,0.0,0.0,i,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,0,0,0.3,0.0,0.0,0.0,521,4093,521,4093,,,
2026-08-25T01:53:37+00:00,7,499169,Lewis-Skelly,1,3,Arsenal,Midfielder,5.5,0.0,0.0,a,,,,,0.7,3.0,2.0,2.0,5297,4251,5297,4251,,,
2026-08-25T01:53:37+00:00,8,466075,Calafiori,1,3,Arsenal,Defender,5.5,0.0,0.0,a,,,,,40.8,9.0,2.5,2.5,174290,17509,174290,17509,,,
2026-08-25T01:53:37+00:00,9,448104,Hincapie,1,3,Arsenal,Defender,5.5,0.0,0.0,a,,,,,1.7,1.0,2.5,2.5,2190,22442,2190,22442,,,
2026-08-25T01:53:37+00:00,10,198869,White,1,3,Arsenal,Defender,5.5,0.0,0.0,a,,2026-07-23T12:01:23.305229Z,100,100,5.4,11.0,2.5,2.5,64384,8741,64384,8741,,,
2026-08-25T01:53:37+00:00,11,500040,Mosquera,1,3,Arsenal,Defender,5.5,0.0,0.0,a,,,,,6.1,6.0,2.5,2.5,8786,19261,8786,19261,,,
2026-08-25T01:53:37+00:00,12,223340,Saka,1,3,Arsenal,Midfielder,9.5,0.0,0.0,a,,,,,10.2,9.0,3.2,3.2,45138,12114,45138,12114,1,,
2026-08-25T01:53:37+00:00,13,204480,Rice,1,3,Arsenal,Midfielder,7.5,0.0,0.0,a,,,,,17.7,3.0,2.6,2.6,19180,71852,19180,71852,,,
2026-08-25T01:53:37+00:00,14,232413,Eze,1,3,Arsenal,Midfielder,6.5,0.0,0.0,a,,,,,1.9,1.0,2.3,2.3,2772,22544,2772,22544,,,
2026-08-25T01:53:37+00:00,15,184029,Ødegaard,1,3,Arsenal,Midfielder,6.5,0.0,0.0,a,,,,,10.2,11.0,2.3,2.3,148592,13790,148592,13790,3,,
2026-08-25T01:53:37+00:00,16,248857,Madueke,1,3,Arsenal,Midfielder,6.5,0.0,0.0,a,,,,,0.3,1.0,2.3,2.3,581,3943,581,3943,,,
2026-08-25T01:53:37+00:00,17,195384,Merino,1,3,Arsenal,Midfielder,6.0,0.0,0.0,a,,,,,0.6,1.0,2.2,2.2,1439,8405,1439,8405,,,
2026-08-25T01:53:37+00:00,18,444145,Martinelli,1,3,Arsenal,Midfielder,6.5,0.0,0.0,a,,,,,0.2,0.0,2.3,2.3,629,3770,629,3770,,,
2026-08-25T01:53:37+00:00,19,481655,Zubimendi,1,3,Arsenal,Midfielder,5.5,0.0,0.0,a,,,,,1.1,1.0,2.0,2.0,799,10349,799,10349,,,
2026-08-25T01:53:37+00:00,20,616077,Dowman,1,3,Arsenal,Midfielder,5.5,0.0,0.0,a,,,,,0.1,0.0,2.0,2.0,226,1347,226,1347,,,
2026-08-25T01:53:37+00:00,22,499175,Nwaneri,1,3,Arsenal,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,2.0,2.0,37,180,37,180,,,
2026-08-25T01:53:37+00:00,23,438098,Fábio Vieira,1,3,Arsenal,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,2.0,2.0,39,124,39,124,,,
2026-08-25T01:53:37+00:00,24,200641,Nelson,1,3,Arsenal,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,2.0,2.0,39,90,39,90,,,
